"Index Num","Country of Origin","Country of Origin-ISO2","Monthly Asylum Data",Year,Month,Age,Sex,"Country of Asylum"
396,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Females,Romania
397,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Females,Romania
398,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Females,Romania
399,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Females,Romania
400,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Females,Sweden
401,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Females,Sweden
402,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Females,Sweden
403,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Females,Sweden
404,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Females,Slovenia
405,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Females,Slovenia
406,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Females,Slovenia
407,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Females,Slovenia
408,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Females,Slovakia
409,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Females,Slovakia
410,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Females,Slovakia
411,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Females,Slovakia
412,Afghanistan,AF,125,2019,09,"From 14 to 17 years",Females,Total
413,Afghanistan,AF,145,2019,10,"From 14 to 17 years",Females,Total
414,Afghanistan,AF,200,2019,11,"From 14 to 17 years",Females,Total
415,Afghanistan,AF,160,2019,12,"From 14 to 17 years",Females,Total
416,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Females,"United Kingdom"
417,Afghanistan,AF,5,2019,10,"From 14 to 17 years",Females,"United Kingdom"
418,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Females,"United Kingdom"
419,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Females,"United Kingdom"
420,Afghanistan,AF,10,2019,09,"From 18 to 34 years",Females,Austria
421,Afghanistan,AF,10,2019,10,"From 18 to 34 years",Females,Austria
422,Afghanistan,AF,15,2019,11,"From 18 to 34 years",Females,Austria
423,Afghanistan,AF,15,2019,12,"From 18 to 34 years",Females,Austria
424,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Females,Belgium
425,Afghanistan,AF,15,2019,10,"From 18 to 34 years",Females,Belgium
426,Afghanistan,AF,10,2019,11,"From 18 to 34 years",Females,Belgium
427,Afghanistan,AF,10,2019,12,"From 18 to 34 years",Females,Belgium
428,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Bulgaria
429,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Bulgaria
430,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Bulgaria
431,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Bulgaria
432,Afghanistan,AF,20,2019,09,"From 18 to 34 years",Females,Switzerland
433,Afghanistan,AF,20,2019,10,"From 18 to 34 years",Females,Switzerland
434,Afghanistan,AF,10,2019,11,"From 18 to 34 years",Females,Switzerland
435,Afghanistan,AF,10,2019,12,"From 18 to 34 years",Females,Switzerland
436,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Cyprus
437,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Cyprus
438,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Cyprus
439,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Cyprus
440,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Czechia
441,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Czechia
442,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Czechia
443,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Czechia
444,Afghanistan,AF,130,2019,09,"From 18 to 34 years",Females,"Germany (until 1990 former territory of the FRG)"
445,Afghanistan,AF,115,2019,10,"From 18 to 34 years",Females,"Germany (until 1990 former territory of the FRG)"
446,Afghanistan,AF,85,2019,11,"From 18 to 34 years",Females,"Germany (until 1990 former territory of the FRG)"
447,Afghanistan,AF,80,2019,12,"From 18 to 34 years",Females,"Germany (until 1990 former territory of the FRG)"
448,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Females,Denmark
449,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Denmark
450,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Denmark
451,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Females,Denmark
452,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Estonia
453,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Estonia
454,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Estonia
455,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Estonia
456,Afghanistan,AF,320,2019,09,"From 18 to 34 years",Females,Greece
457,Afghanistan,AF,585,2019,10,"From 18 to 34 years",Females,Greece
458,Afghanistan,AF,615,2019,11,"From 18 to 34 years",Females,Greece
459,Afghanistan,AF,510,2019,12,"From 18 to 34 years",Females,Greece
460,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Spain
461,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Spain
462,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Spain
463,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Spain
464,Afghanistan,AF,545,2019,09,"From 18 to 34 years",Females,"European Union - 27 countries (from 2020)"
465,Afghanistan,AF,780,2019,10,"From 18 to 34 years",Females,"European Union - 27 countries (from 2020)"
466,Afghanistan,AF,780,2019,11,"From 18 to 34 years",Females,"European Union - 27 countries (from 2020)"
467,Afghanistan,AF,695,2019,12,"From 18 to 34 years",Females,"European Union - 27 countries (from 2020)"
468,Afghanistan,AF,565,2019,09,"From 18 to 34 years",Females,"European Union - 28 countries (2013-2020)"
469,Afghanistan,AF,795,2019,10,"From 18 to 34 years",Females,"European Union - 28 countries (2013-2020)"
470,Afghanistan,AF,790,2019,11,"From 18 to 34 years",Females,"European Union - 28 countries (2013-2020)"
471,Afghanistan,AF,710,2019,12,"From 18 to 34 years",Females,"European Union - 28 countries (2013-2020)"
472,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Finland
473,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Finland
474,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Finland
475,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Females,Finland
476,Afghanistan,AF,35,2019,09,"From 18 to 34 years",Females,France
477,Afghanistan,AF,25,2019,10,"From 18 to 34 years",Females,France
478,Afghanistan,AF,20,2019,11,"From 18 to 34 years",Females,France
479,Afghanistan,AF,35,2019,12,"From 18 to 34 years",Females,France
480,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Females,Croatia
481,Afghanistan,AF,10,2019,10,"From 18 to 34 years",Females,Croatia
482,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Females,Croatia
483,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Females,Croatia
484,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Females,Hungary
485,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Hungary
486,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Hungary
487,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Females,Hungary
488,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Ireland
489,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Ireland
490,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Ireland
491,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Ireland
492,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Iceland
493,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Iceland
494,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Iceland
495,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Iceland
496,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Italy
497,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Italy
498,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Italy
499,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Italy
500,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Liechtenstein
501,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Liechtenstein
502,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Liechtenstein
503,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Liechtenstein
504,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Lithuania
505,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Lithuania
506,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Lithuania
507,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Lithuania
508,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Luxembourg
509,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Luxembourg
510,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Females,Luxembourg
511,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Luxembourg
512,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Females,Latvia
513,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Latvia
514,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Latvia
515,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Latvia
516,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Malta
517,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Malta
518,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Malta
519,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Malta
520,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Females,Netherlands
521,Afghanistan,AF,5,2019,10,"From 18 to 34 years",Females,Netherlands
522,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Females,Netherlands
523,Afghanistan,AF,10,2019,12,"From 18 to 34 years",Females,Netherlands
524,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Norway
525,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Norway
526,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Norway
527,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Norway
528,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Poland
529,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Poland
530,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Poland
531,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Poland
532,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Portugal
533,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Portugal
534,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Portugal
535,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Portugal
536,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Romania
537,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Romania
538,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Romania
539,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Romania
540,Afghanistan,AF,20,2019,09,"From 18 to 34 years",Females,Sweden
541,Afghanistan,AF,15,2019,10,"From 18 to 34 years",Females,Sweden
542,Afghanistan,AF,10,2019,11,"From 18 to 34 years",Females,Sweden
543,Afghanistan,AF,15,2019,12,"From 18 to 34 years",Females,Sweden
544,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Slovenia
545,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Slovenia
546,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Slovenia
547,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Slovenia
548,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Females,Slovakia
549,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Females,Slovakia
550,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Females,Slovakia
551,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Females,Slovakia
552,Afghanistan,AF,585,2019,09,"From 18 to 34 years",Females,Total
553,Afghanistan,AF,820,2019,10,"From 18 to 34 years",Females,Total
554,Afghanistan,AF,805,2019,11,"From 18 to 34 years",Females,Total
555,Afghanistan,AF,720,2019,12,"From 18 to 34 years",Females,Total
556,Afghanistan,AF,15,2019,09,"From 18 to 34 years",Females,"United Kingdom"
557,Afghanistan,AF,15,2019,10,"From 18 to 34 years",Females,"United Kingdom"
558,Afghanistan,AF,10,2019,11,"From 18 to 34 years",Females,"United Kingdom"
559,Afghanistan,AF,10,2019,12,"From 18 to 34 years",Females,"United Kingdom"
560,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Females,Austria
561,Afghanistan,AF,5,2019,10,"From 35 to 64 years",Females,Austria
562,Afghanistan,AF,5,2019,11,"From 35 to 64 years",Females,Austria
563,Afghanistan,AF,5,2019,12,"From 35 to 64 years",Females,Austria
564,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Females,Belgium
565,Afghanistan,AF,5,2019,10,"From 35 to 64 years",Females,Belgium
566,Afghanistan,AF,10,2019,11,"From 35 to 64 years",Females,Belgium
567,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Belgium
568,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Bulgaria
569,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Bulgaria
570,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Bulgaria
571,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Bulgaria
572,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Females,Switzerland
573,Afghanistan,AF,5,2019,10,"From 35 to 64 years",Females,Switzerland
574,Afghanistan,AF,10,2019,11,"From 35 to 64 years",Females,Switzerland
575,Afghanistan,AF,5,2019,12,"From 35 to 64 years",Females,Switzerland
576,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Cyprus
577,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Cyprus
578,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Cyprus
579,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Cyprus
580,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Czechia
581,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Czechia
582,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Czechia
583,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Czechia
584,Afghanistan,AF,60,2019,09,"From 35 to 64 years",Females,"Germany (until 1990 former territory of the FRG)"
585,Afghanistan,AF,50,2019,10,"From 35 to 64 years",Females,"Germany (until 1990 former territory of the FRG)"
586,Afghanistan,AF,40,2019,11,"From 35 to 64 years",Females,"Germany (until 1990 former territory of the FRG)"
587,Afghanistan,AF,30,2019,12,"From 35 to 64 years",Females,"Germany (until 1990 former territory of the FRG)"
588,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Denmark
589,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Denmark
590,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Denmark
591,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Denmark
592,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Estonia
593,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Estonia
594,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Estonia
595,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Estonia
596,Afghanistan,AF,125,2019,09,"From 35 to 64 years",Females,Greece
597,Afghanistan,AF,225,2019,10,"From 35 to 64 years",Females,Greece
598,Afghanistan,AF,255,2019,11,"From 35 to 64 years",Females,Greece
599,Afghanistan,AF,205,2019,12,"From 35 to 64 years",Females,Greece
600,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Spain
601,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Spain
602,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Spain
603,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Spain
604,Afghanistan,AF,235,2019,09,"From 35 to 64 years",Females,"European Union - 27 countries (from 2020)"
605,Afghanistan,AF,310,2019,10,"From 35 to 64 years",Females,"European Union - 27 countries (from 2020)"
606,Afghanistan,AF,335,2019,11,"From 35 to 64 years",Females,"European Union - 27 countries (from 2020)"
607,Afghanistan,AF,270,2019,12,"From 35 to 64 years",Females,"European Union - 27 countries (from 2020)"
608,Afghanistan,AF,255,2019,09,"From 35 to 64 years",Females,"European Union - 28 countries (2013-2020)"
609,Afghanistan,AF,320,2019,10,"From 35 to 64 years",Females,"European Union - 28 countries (2013-2020)"
610,Afghanistan,AF,345,2019,11,"From 35 to 64 years",Females,"European Union - 28 countries (2013-2020)"
611,Afghanistan,AF,275,2019,12,"From 35 to 64 years",Females,"European Union - 28 countries (2013-2020)"
612,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Females,Finland
613,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Finland
614,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Finland
615,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Finland
616,Afghanistan,AF,20,2019,09,"From 35 to 64 years",Females,France
617,Afghanistan,AF,15,2019,10,"From 35 to 64 years",Females,France
618,Afghanistan,AF,10,2019,11,"From 35 to 64 years",Females,France
619,Afghanistan,AF,10,2019,12,"From 35 to 64 years",Females,France
620,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Croatia
621,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Croatia
622,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Croatia
623,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Croatia
624,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Hungary
625,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Hungary
626,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Hungary
627,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Hungary
628,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Ireland
629,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Ireland
630,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Ireland
631,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Ireland
632,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Iceland
633,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Iceland
634,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Iceland
635,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Iceland
636,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Italy
637,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Italy
638,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Italy
639,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Italy
640,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Liechtenstein
641,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Liechtenstein
642,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Liechtenstein
643,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Liechtenstein
644,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Lithuania
645,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Lithuania
646,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Lithuania
647,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Lithuania
648,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Luxembourg
649,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Luxembourg
650,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Luxembourg
651,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Luxembourg
652,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Latvia
653,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Latvia
654,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Latvia
655,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Latvia
656,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Malta
657,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Malta
658,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Malta
659,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Malta
660,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Females,Netherlands
661,Afghanistan,AF,5,2019,10,"From 35 to 64 years",Females,Netherlands
662,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Netherlands
663,Afghanistan,AF,5,2019,12,"From 35 to 64 years",Females,Netherlands
664,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Norway
665,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Norway
666,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Norway
667,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Norway
668,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Poland
669,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Poland
670,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Poland
671,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Poland
672,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Portugal
673,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Portugal
674,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Portugal
675,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Portugal
676,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Romania
677,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Romania
678,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Romania
679,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Romania
680,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Females,Sweden
681,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Sweden
682,Afghanistan,AF,5,2019,11,"From 35 to 64 years",Females,Sweden
683,Afghanistan,AF,5,2019,12,"From 35 to 64 years",Females,Sweden
684,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Slovenia
685,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Slovenia
686,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Slovenia
687,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Slovenia
688,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Females,Slovakia
689,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Females,Slovakia
690,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Females,Slovakia
691,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Females,Slovakia
